Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM,seed
2003,"George Mason",66.0121,264,64.9384,264,96.9042,245,98.2072,241,91.5617,10,93.94,30,4.26715,115,NULL
2003,"West Virginia",66.9508,238,65.1098,254,98.9912,208,104.368,129,103.254,224,100.239,126,4.1287,116,NULL
2003,VCU,70.4685,96,69.1841,77,103.237,115,103.564,141,94.9287,33,99.4436,108,4.12004,117,NULL
2003,"San Francisco",65.3069,283,63.2949,293,106.041,67,109.187,58,105.027,253,105.088,217,4.09893,118,NULL
2003,"Tennessee Tech",71.0961,77,68.8299,89,103.744,97,103.057,152,98.6731,110,99.0218,101,4.03531,119,NULL
2003,"UC Irvine",65.6642,274,65.5636,236,103.389,108,103.64,140,98.0286,93,99.6859,112,3.954,120,NULL
2003,"Loyola Chicago",71.3649,62,70.1748,52,103.392,107,105.737,104,103.449,226,102.01,164,3.72678,121,NULL
2003,"Boston University",65.9498,267,64.4276,272,102.472,133,102.761,159,95.1278,36,99.2264,105,3.5351,122,NULL
2003,Arkansas,67.7884,206,65.8679,216,91.0995,309,98.372,237,98.9508,120,94.8948,42,3.47722,123,NULL
2003,"Middle Tennessee St.",67.3806,230,66.0682,207,100.944,169,103.976,133,100.621,160,100.582,135,3.39343,124,NULL
2003,"Wichita St.",68.422,172,67.727,128,105.822,72,108.089,69,102.807,217,104.783,210,3.306,125,NULL
2003,"Oregon St.",69.3539,141,66.9351,168,96.8163,247,100.971,193,99.6117,139,97.7411,81,3.22962,126,NULL
2003,Washington,72.9464,32,70.2217,51,97.8297,230,102.884,157,101.66,192,99.678,111,3.206,127,NULL
2003,Princeton,60.4449,323,60.0507,318,107.668,47,109.42,54,102.694,214,106.253,241,3.1674,128,NULL
2003,"Austin Peay",66.9257,240,64.2385,279,102.385,136,101.166,191,99.1226,125,98.0055,86,3.16008,129,13
2003,Toledo,68.8039,151,67.334,156,101.838,151,103.68,139,102.23,203,100.55,132,3.12962,130,NULL
2003,UCF,68.168,183,65.5123,240,104.657,82,102.966,155,96.0365,50,99.8488,115,3.11729,131,NULL
2003,Siena,71.5616,60,69.4642,67,105.199,78,104.733,122,98.7989,115,101.654,152,3.07882,132,NULL
2003,Chattanooga,71.8661,53,69.3471,70,110.875,17,110.525,42,104.301,241,107.535,261,2.99013,133,NULL
2003,Hawaii,67.6649,210,65.9876,211,100.858,171,101.293,186,98.307,100,98.3842,90,2.90871,134,NULL
2003,"College of Charleston",69.6633,124,66.7468,176,104.052,91,102.821,158,97.2434,76,99.9538,118,2.86759,135,NULL
2003,"Northern Illinois",66.9116,241,64.9406,263,102.533,131,104.724,124,102.626,212,101.99,162,2.73458,136,NULL
2003,"Stephen F. Austin",64.8596,290,62.729,299,107.54,51,105.991,101,97.2863,77,103.329,183,2.66227,137,NULL
2003,"Miami OH",58.4729,326,56.7825,326,99.8218,195,101.255,189,101.385,182,98.6279,96,2.62754,138,NULL
2003,Denver,68.6293,161,67.3454,155,102.318,139,102.524,162,99.0608,124,99.9524,117,2.57123,139,NULL
2003,Nebraska,68.8561,148,66.6857,178,91.4406,306,97.5296,251,98.802,116,95.0323,46,2.49726,140,NULL
2003,"Saint Mary's",67.803,203,65.6523,231,97.6074,235,98.6561,232,96.2979,54,96.5094,63,2.14674,141,NULL
2003,Bradley,70.1248,110,68.7345,94,102.045,147,103.349,146,101.85,195,101.251,146,2.09811,142,NULL
2003,SMU,70.732,88,68.2323,112,100.699,175,103.469,143,100.867,167,101.507,150,1.96134,143,NULL
2003,"Sam Houston St.",68.7572,155,67.1342,162,103.316,112,102.171,169,93.6249,25,100.238,125,1.93338,144,15
2003,"Virginia Tech",68.6921,159,66.8757,171,101.624,157,106.107,98,106.039,265,104.181,195,1.92613,145,NULL
2003,American,63.7265,304,62.9563,297,103.291,114,103.707,138,96.1574,52,101.836,156,1.87115,146,NULL
2003,Vermont,65.528,278,64.3012,278,102.973,122,101.723,178,95.5798,39,99.8857,116,1.8376,147,16
2003,"Morehead St.",70.2027,108,67.7038,129,111.81,11,109.886,47,106.132,268,108.134,269,1.75207,148,NULL
2003,Davidson,74.1398,19,70.386,48,102.827,125,103.063,150,98.9732,121,101.324,147,1.73974,149,NULL
2003,Pepperdine,71.9555,50,70.918,35,107.589,48,110.235,45,107.879,295,108.53,279,1.70539,150,NULL
2003,"Arkansas Little Rock",67.7962,204,66.1084,206,100.652,177,102.482,163,99.0243,123,100.854,136,1.62778,151,NULL
2003,"Air Force",55.1348,327,52.9909,327,103.781,96,105.34,114,103.65,229,103.722,191,1.61821,152,NULL
2003,Brown,70.3119,101,70.6025,43,104.478,85,105.936,102,101.598,190,104.718,208,1.2177,153,NULL
2003,"Oral Roberts",69.7876,119,68.1522,116,108.364,37,104.788,121,99.9638,146,103.603,190,1.18509,154,NULL
2003,Fairfield,71.3078,65,69.0316,82,98.4007,219,99.1574,224,96.57,58,98.0451,87,1.11225,155,NULL
2003,Yale,68.5252,169,68.804,92,98.7661,216,100.325,205,96.9498,67,99.2589,106,1.06647,156,NULL
2003,"South Alabama",67.8798,200,65.7433,224,103.183,119,105.58,106,105.041,255,104.596,205,0.983481,157,NULL
2003,"La Salle",69.0827,146,67.6151,136,98.7952,212,102.745,160,103.401,225,101.983,161,0.761555,158,NULL
2003,IUPUI,68.4166,173,66.9628,167,103.494,103,103.059,151,101.915,196,102.298,168,0.761365,159,16
2003,"East Tennessee St.",77.7306,2,75.186,3,102.081,146,101.21,190,99.2088,128,100.466,129,0.744035,160,15
2003,"East Carolina",65.712,273,65.266,248,95.3806,266,99.7587,209,100.578,158,99.1878,104,0.570946,161,NULL
2003,"Arkansas St.",66.4087,254,66.5387,183,106.56,56,107.819,74,105.166,257,107.317,256,0.502675,162,NULL
2003,Iona,71.3057,66,69.0262,83,104.004,94,102.353,164,98.9862,122,101.883,157,0.469685,163,NULL
2003,"Southern Miss",69.6085,127,67.5153,149,94.6124,274,99.1819,223,99.6548,141,98.7252,97,0.456723,164,NULL
2003,"Old Dominion",67.5895,218,66.6621,179,98.1222,224,99.4097,218,95.1541,37,99.051,102,0.358639,165,NULL
2003,Belmont,69.4108,136,67.3033,157,103.486,104,103.178,149,100.922,169,103.084,178,0.0944686,166,NULL
2003,Ohio,66.3664,255,65.7686,223,102.698,129,104.625,125,107.685,289,104.604,207,0.0203452,167,NULL
2003,"Ball St.",70.2937,103,70.1456,54,103.584,102,106.689,93,107.782,292,106.816,247,-0.126444,168,NULL
2003,TCU,74.4107,16,71.395,24,101.562,158,106.347,97,107.17,281,106.483,243,-0.135908,169,NULL
2003,Northwestern,61.5423,315,60.3566,317,100.95,168,104.901,117,106.056,266,105.182,219,-0.280601,170,NULL
2003,"New Orleans",68.3518,176,66.3671,190,100.656,176,101.874,175,101.85,194,102.247,166,-0.373537,171,NULL
2003,Delaware,69.7989,117,69.0084,84,97.5968,237,99.7174,210,97.1175,72,100.14,122,-0.422855,172,NULL
2003,Marshall,68.3638,175,67.5974,139,103.353,110,102.275,167,103.779,230,102.85,173,-0.574899,173,NULL
2003,Akron,68.5693,166,67.0447,164,110.489,20,110.167,46,110.228,316,110.896,301,-0.729852,174,NULL
2003,Mercer,72.4473,42,69.603,65,107.871,43,106.471,96,101.188,176,107.385,259,-0.914825,175,NULL
2003,Niagara,68.5168,171,66.5662,181,107.581,49,109.553,51,107.78,291,110.556,297,-1.003,176,NULL
2003,Pacific,65.9854,266,66.3806,188,99.1309,207,99.8515,207,99.396,131,100.861,137,-1.00948,177,NULL
2003,Wagner,70.2754,104,67.6016,138,107.818,44,104.796,120,101.404,184,105.842,233,-1.04621,178,15
2003,"Appalachian St.",78.5697,1,76.2347,1,104.18,89,103.46,144,102.243,204,104.54,202,-1.07929,179,NULL
2003,"Eastern Illinois",72.4177,44,69.8432,61,106.531,57,107.085,87,107.847,294,108.229,271,-1.14427,180,NULL
2003,Evansville,67.1198,236,67.6024,137,103.457,106,106.105,99,109.484,312,107.45,260,-1.34491,181,NULL
2003,"Cal Poly",68.5216,170,69.265,75,97.6761,234,98.2943,238,98.8803,118,99.8171,114,-1.52285,182,NULL
2003,"Bowling Green",67.5943,217,66.2091,199,97.9299,229,98.8259,228,103.886,233,100.487,130,-1.66152,183,NULL
2003,"New Mexico",66.2904,259,65.7337,225,104.69,80,107.787,75,111.251,322,109.66,292,-1.87262,184,NULL
2003,Oakland,72.5702,38,71.3787,25,106.667,55,103.851,135,103.141,222,105.821,232,-1.96913,185,NULL
2003,"Boise St.",68.3029,178,66.8024,173,94.83,270,95.9641,265,96.2416,53,97.9749,84,-2.01083,186,NULL
2003,"UT Arlington",64.1764,299,62.2958,304,97.0052,244,98.133,244,96.3175,55,100.368,128,-2.23526,187,NULL
2003,"Idaho St.",70.4856,95,70.4516,47,98.327,220,99.7639,208,99.3622,130,102,163,-2.23565,188,NULL
2003,"Northern Arizona",70.3065,102,68.1929,114,100.012,189,99.6673,212,100.261,153,102.305,169,-2.638,189,NULL
2003,"Northern Iowa",64.7291,291,64.6581,268,100.077,187,102.125,171,105.664,260,104.777,209,-2.65168,190,NULL
2003,"Cal St. Northridge",68.3776,174,67.8891,126,100.006,190,100.562,201,100.711,162,103.255,182,-2.69278,191,NULL
2003,"Louisiana Tech",68.6988,158,67.7035,130,98.0541,227,101.685,179,104.696,249,104.446,201,-2.76122,192,NULL
2003,"Southwest Texas St.",68.6231,162,67.5136,150,102.757,126,101.777,177,98.4161,104,104.545,203,-2.76762,193,NULL
2003,"Jacksonville St.",71.1148,75,68.5116,101,105.242,77,103.528,142,101.196,178,106.311,242,-2.78291,194,NULL
2003,Montana,67.9897,193,66.161,203,102.231,143,104.467,126,104.693,248,107.352,257,-2.88525,195,NULL
2003,Massachusetts,65.5183,279,64.9507,261,93.4182,288,96.7137,259,101.849,193,99.622,110,-2.90833,196,NULL
2003,Maine,70.2339,107,68.396,106,100.856,172,99.6451,214,99.5172,134,102.958,175,-3.31308,197,NULL
2003,Binghamton,68.0911,190,66.1739,202,97.4217,240,96.75,258,96.7025,62,100.339,127,-3.58918,198,NULL
2003,Hartford,64.892,289,64.2099,281,98.7096,217,98.2584,240,98.118,95,101.928,158,-3.66967,199,NULL
2003,"Eastern Michigan",73.7526,24,72.8703,9,103.219,117,104.116,131,107.414,284,107.786,266,-3.6701,200,NULL
2003,Duquesne,69.8479,116,68.0355,119,94.7036,273,99.6501,213,103.843,232,103.434,186,-3.78403,201,NULL
2003,"Green Bay",66.3045,257,65.0005,259,101.633,156,103.401,145,107.659,288,107.231,253,-3.83002,202,NULL
2003,Canisius,70.7964,84,68.6271,97,99.543,200,99.281,219,100.618,159,103.193,180,-3.91186,203,NULL
2003,"Loyola Marymount",71.9641,49,69.8869,59,97.6049,236,98.5093,235,102.389,205,102.692,172,-4.18272,204,NULL
2003,Samford,61.1669,316,58.8926,324,101.34,163,101.061,192,104.115,238,105.25,221,-4.18952,205,NULL
2003,"McNeese St.",69.356,140,67.9876,121,99.2627,203,100.765,197,101.081,173,105.005,216,-4.23951,206,NULL
2003,Wofford,70.9594,80,68.4443,102,103.231,116,104.044,132,107.477,285,108.303,273,-4.25889,207,NULL
2003,"Washington St.",71.6872,56,68.8084,91,97.2878,241,101.641,180,109.053,308,105.947,236,-4.3054,208,NULL
2003,Portland,70.7398,87,68.2476,110,96.0937,255,98.7379,229,103.167,223,103.08,177,-4.34226,209,NULL
2003,Houston,65.7745,271,63.3394,290,88.6948,316,93.3523,288,99.9981,148,97.8273,82,-4.47502,210,NULL
2003,Idaho,62.6463,312,62.3703,301,96.1684,253,96.4094,261,98.6288,108,101.208,145,-4.79813,211,NULL
2003,"Penn St.",68.0863,191,67.6682,133,92.0295,303,98.5847,233,106.317,273,103.502,187,-4.91682,212,NULL
2003,"Illinois St.",65.8509,269,65.2906,246,97.8182,231,99.5638,216,106.619,278,104.854,213,-5.28973,213,NULL
2003,Northeastern,71.8327,55,70.1595,53,99.9084,194,98.9386,226,100.546,157,104.25,196,-5.31103,214,NULL
2003,Marist,70.7703,85,68.589,100,100.631,178,101.492,184,104.377,243,106.917,249,-5.42551,215,NULL
2003,Harvard,71.2808,69,71.9645,18,97.9811,228,98.5393,234,100.655,161,104.031,193,-5.49157,216,NULL
2003,"Wright St.",66.8338,245,66.023,209,101.3,164,102.142,170,108.969,305,107.868,267,-5.72594,217,NULL
2003,"James Madison",68.1953,182,66.2563,196,97.8086,232,99.6251,215,101.426,186,105.372,225,-5.74706,218,NULL
2003,"Montana St.",64.1665,301,61.9546,309,98.316,221,100.306,206,102.494,208,106.101,239,-5.79491,219,NULL
2003,Bucknell,63.6254,305,63.4128,289,91.2456,307,91.1532,303,93.0424,20,96.9618,70,-5.80861,220,NULL
2003,Rider,65.257,284,63.2296,294,99.6997,197,99.2538,220,101.994,198,105.13,218,-5.87617,221,NULL
2003,Lehigh,65.0596,287,65.2788,247,98.2375,222,98.4145,236,97.7519,84,104.374,200,-5.95926,222,NULL
2003,Winthrop,68.7986,152,67.5263,148,100.022,188,97.0663,255,95.9357,49,103.138,179,-6.07152,223,NULL
2003,Drake,63.5441,307,62.3695,302,99.2322,205,101.844,176,107.919,297,107.919,268,-6.07562,224,NULL
2003,"Georgia St.",68.6128,163,66.738,177,103.636,98,101.551,182,103.802,231,107.723,265,-6.17239,225,NULL
2003,FIU,63.5582,306,61.6371,313,92.8761,293,95.1589,272,100.714,163,101.405,148,-6.24604,226,NULL
2003,"Santa Clara",66.9495,239,65.1357,252,96.1464,254,97.0419,256,102.533,210,103.344,184,-6.30232,227,NULL
2003,"Tennessee Martin",72.1415,47,69.6025,66,101.547,159,100.696,198,107.99,299,107.282,254,-6.58553,228,NULL
2003,Quinnipiac,72.8656,35,71.0524,34,102.33,138,99.2197,221,101.127,175,105.948,237,-6.72872,229,NULL
2003,"Birmingham Southern",65.6173,277,63.5021,288,103.585,101,100.469,203,98.7245,113,107.288,255,-6.81917,230,NULL
2003,"North Texas",71.8857,52,70.2433,50,94.8148,272,99.4771,217,108.857,302,106.777,246,-7.29968,231,NULL
2003,"Georgia Southern",73.5865,26,71.7445,22,102.457,135,102.096,172,106.337,274,109.43,291,-7.33336,232,NULL
